Year,Deal date,Title,Author,Publisher (best-effort),Category,Content term(s),Deal ID,Deal URL
2021,8-Oct-21,BEFORE ALL THE WORLD,Moriel Rothman-Zecher,"Farrar, Straus",Fiction: General/Other,Jewish,351096,https://www.publishersmarketplace.com/deals/ss.cgi?d=351096
2021,5-Mar-21,CODE EDELWEISS,Stephanie Landsem,Tyndale,Fiction: Inspirational,Jewish,323538,https://www.publishersmarketplace.com/deals/ss.cgi?d=323538
2021,28-Jun-21,"GOODBYE, CHRYSANTHEMUM JOE",Matt Bondurant,Blackstone Publishing,Fiction: General/Other,Jewish,339147,https://www.publishersmarketplace.com/deals/ss.cgi?d=339147
2021,6-May-21,HOTEL CUBA,Aaron Hamburger,Harper Perennial,Fiction: General/Other,Jewish,332244,https://www.publishersmarketplace.com/deals/ss.cgi?d=332244
2021,14-Jun-21,HOW TO LOVE YOUR DAUGHTER,Hila Blum,Riverhead,Fiction: General/Other,Israeli,337098,https://www.publishersmarketplace.com/deals/ss.cgi?d=337098
2021,18-Aug-21,INSIDE INFORMATION,Eshkol Nevo,Other Press,Fiction: General/Other,Israeli,344919,https://www.publishersmarketplace.com/deals/ss.cgi?d=344919
2021,19-May-21,LECH,Sara Lippmann,Tortoise Books,Fiction: General/Other,Jewish,333969,https://www.publishersmarketplace.com/deals/ss.cgi?d=333969
2021,28-Jun-21,MY LAST INNOCENT YEAR,Daisy Alpert Florin,Holt,Fiction: Debut,Jewish,339153,https://www.publishersmarketplace.com/deals/ss.cgi?d=339153
2021,16-Aug-21,ONLY THE DEAD KNOW PEACE,Alberto Mansur,Blackstone Publishing,Fiction: Thriller,Israeli,344526,https://www.publishersmarketplace.com/deals/ss.cgi?d=344526
2021,9-Nov-21,TESTAMENT,Micheal O'Siadhail,Baylor University Press,Fiction: General/Other,Hebrew,355734,https://www.publishersmarketplace.com/deals/ss.cgi?d=355734
2021,4-Oct-21,THE CIRCUS TRAIN,Amita Parikh,Putnam,Fiction: Debut,Jewish,350394,https://www.publishersmarketplace.com/deals/ss.cgi?d=350394
2021,14-Jul-21,THE LONG CORNER,Alexander Maksik,Europa Editions,Fiction: General/Other,Jewish,341037,https://www.publishersmarketplace.com/deals/ss.cgi?d=341037
2021,17-Mar-21,THE MAIDEN OF ALL OUR DESIRES,Peter Manseau,Arcade,Fiction: General/Other,Jewish,325359,https://www.publishersmarketplace.com/deals/ss.cgi?d=325359
2021,22-Jun-21,THE THREAD COLLECTORS,Shaunna Edwards and Alyson Richman,Graydon House,Fiction: General/Other,Jewish,338388,https://www.publishersmarketplace.com/deals/ss.cgi?d=338388
2021,5-Feb-21,THREE SISTERS,Heather Morris,St. Martin's,Fiction: General/Other,Jewish; Israel,319638,https://www.publishersmarketplace.com/deals/ss.cgi?d=319638
2021,4-May-21,WON'T BACK DOWN,Shelly Bell,Harlequin,Fiction: Romance,Jewish,331728,https://www.publishersmarketplace.com/deals/ss.cgi?d=331728
2022,25-Oct-22,BEIRUT STATION,Paul Vidich,Pegasus Crime,Fiction: Mystery/Crime,Israeli,398059,https://www.publishersmarketplace.com/deals/ss.cgi?d=398059
2022,22-Nov-22,BODIES IN WATER,Shelly Jay Shore,Bantam Dell,Fiction: Debut,Jewish,401728,https://www.publishersmarketplace.com/deals/ss.cgi?d=401728
2022,15-Feb-22,BURNING DISTANCE,Joanne Leedom-Ackerman,Oceanview,Fiction: Thriller,Jewish,367459,https://www.publishersmarketplace.com/deals/ss.cgi?d=367459
2022,16-Dec-22,CITY OF LAUGHTER,Temim Fruchter,Grove/Atlantic,Fiction: Debut,Jewish,404701,https://www.publishersmarketplace.com/deals/ss.cgi?d=404701
2022,22-Feb-22,HALF-BAKED,Jean Meltzer,Mira,Fiction: Romance,Jewish,368383,https://www.publishersmarketplace.com/deals/ss.cgi?d=368383
2022,16-Jun-22,HOME FOR THE CHALLAH DAYS,Jennifer Wilck,Harlequin,Fiction: Romance,Jewish,383242,https://www.publishersmarketplace.com/deals/ss.cgi?d=383242
2022,26-Mar-22,I COULD LIVE HERE FOREVER,Hanna Halperin,Viking,Fiction: General/Other,Jewish,372802,https://www.publishersmarketplace.com/deals/ss.cgi?d=372802
2022,28-Mar-22,JEZEBEL,Megan Barnard,Penguin,Fiction: Debut,Israel,373087,https://www.publishersmarketplace.com/deals/ss.cgi?d=373087
2022,18-Oct-22,LESSER RUINS,Mark Haber,Coffee House Press,Fiction: Literary,Judaism,397213,https://www.publishersmarketplace.com/deals/ss.cgi?d=397213
2022,17-Oct-22,LILITH,Nikki Marmery,Alcove Press,Fiction: General/Other,Hebrew,397129,https://www.publishersmarketplace.com/deals/ss.cgi?d=397129
2022,7-Jan-22,LOVE AND WAR IN THE JEWISH QUARTER,Dora Levy Mossanen,Post Hill Press,Fiction: General/Other,Jewish,362082,https://www.publishersmarketplace.com/deals/ss.cgi?d=362082
2022,8-Jul-22,MY FATHER'S HOUSE,Joseph O'Connor,Europa Editions,Fiction: General/Other,Jews,385885,https://www.publishersmarketplace.com/deals/ss.cgi?d=385885
2022,14-Jun-22,ONCE WE WERE HOME,Jennifer Rosner,Flatiron Books,Fiction: General/Other,Jewish; Israel,383074,https://www.publishersmarketplace.com/deals/ss.cgi?d=383074
2022,31-Oct-22,RACHEL WEISS'S GROUP CHAT,Lauren Appelbaum,Grand Central,Fiction: Debut,Jewish,398671,https://www.publishersmarketplace.com/deals/ss.cgi?d=398671
2022,29-Jun-22,SMASHING THE TABLETS,Sara Lippmann and Seth Rogoff,SUNY Press,Fiction: General/Other,Jewish,384730,https://www.publishersmarketplace.com/deals/ss.cgi?d=384730
2022,19-Jul-22,STOCKHOLM,Noa Yedlin,Harper Via,Fiction: General/Other,Israeli,386755,https://www.publishersmarketplace.com/deals/ss.cgi?d=386755
2022,1-Jun-22,THANK YOU FOR SHARING,Rachel Runya Katz,Griffin,Fiction: Romance,Jewish,381442,https://www.publishersmarketplace.com/deals/ss.cgi?d=381442
2022,8-Dec-22,THE AMPLITUDE,Yukiko Tominaga,Scribner,Fiction: Debut,Jewish,403750,https://www.publishersmarketplace.com/deals/ss.cgi?d=403750
2022,5-Oct-22,THE FIRE AGENT,David Baerwald,Spiegel & Grau,Fiction: Debut,Jewish,395185,https://www.publishersmarketplace.com/deals/ss.cgi?d=395185
2022,23-May-22,THE FOURTH REICH,Rhoda Lerman,Wicked Son,Fiction: General/Other,Jewish,380500,https://www.publishersmarketplace.com/deals/ss.cgi?d=380500
2022,3-Feb-22,THE KEEPER OF HIDDEN BOOKS,Madeline Martin,Hanover Square Press,Fiction: General/Other,Jews,365862,https://www.publishersmarketplace.com/deals/ss.cgi?d=365862
2022,27-Jan-22,THE LIGHT OF SEVEN DAYS,River Adams,Delphinium,Fiction: Debut,Jewish,364974,https://www.publishersmarketplace.com/deals/ss.cgi?d=364974
2022,8-Jun-22,THE POMEGRANATE GATE,Ariel Kaplan,Erewhon,Fiction: Sci-Fi/Fantasy,Jewish,382384,https://www.publishersmarketplace.com/deals/ss.cgi?d=382384
2022,23-Jun-22,THE PROMISE OF A NORMAL LIFE,Rebecca Kaiser Gibson,Arcade,Fiction: Debut,Jewish,384133,https://www.publishersmarketplace.com/deals/ss.cgi?d=384133
2022,15-Dec-22,THE SCROLLS OF DEBORAH,Esther Goldenberg,100 Block by Row House,Fiction: Debut,Jewish; Judaism,404413,https://www.publishersmarketplace.com/deals/ss.cgi?d=404413
2022,10-Jun-22,THE SHORTEST ROAD,David Robbins,Wicked Son,Fiction: General/Other,Israel,382552,https://www.publishersmarketplace.com/deals/ss.cgi?d=382552
2022,11-Mar-22,THE VILLAGE IDIOT,Steve Stern,Melville House,Fiction: General/Other,Jewish,370735,https://www.publishersmarketplace.com/deals/ss.cgi?d=370735
2022,2-Aug-22,UNORTHODOX LOVE,Heidi Shertok,Alcove Press,Fiction: Romance,Jewish,388315,https://www.publishersmarketplace.com/deals/ss.cgi?d=388315
2022,18-Mar-22,WE ARE ONLY GHOSTS,Jeffrey Richards,Kensington,Fiction: General/Other,Jewish,371665,https://www.publishersmarketplace.com/deals/ss.cgi?d=371665
2022,17-Oct-22,WORRY,Alexandra Tanner,Scribner,Fiction: Debut,Jewish,397030,https://www.publishersmarketplace.com/deals/ss.cgi?d=397030
2022,6-Oct-22,YR DEAD,Sam Sax,McSweeney's,Fiction: Debut,Jewish,395461,https://www.publishersmarketplace.com/deals/ss.cgi?d=395461
2022,4-Nov-22,ZELNIK,Zachary Solomon,Lanternfish Press,Fiction: Debut,Jewish,399391,https://www.publishersmarketplace.com/deals/ss.cgi?d=399391
2023,12-Jan-23,A PLAGUE ON BOTH YOUR HOUSES,Robert Littell,Blackstone Publishing,Fiction: General/Other,Jewish,406900,https://www.publishersmarketplace.com/deals/ss.cgi?d=406900
2023,31-Oct-23,BERLIN ATOMIZED,Julia Kornberg,Astra House,Fiction: Literary,Jewish; Israel,443248,https://www.publishersmarketplace.com/deals/ss.cgi?d=443248
2023,12-Sep-23,DAUGHTER OF GENOA,Kat Devereaux,Harper Paperbacks,Fiction: General/Other,Jewish,436804,https://www.publishersmarketplace.com/deals/ss.cgi?d=436804
2023,4-Aug-23,ENOLA SPELLED BACKWARDS,Rachel Robbins,Alcove Press,Fiction: Debut,Jewish,433312,https://www.publishersmarketplace.com/deals/ss.cgi?d=433312
2023,16-Aug-23,FERVOR,Toby Lloyd,Avid Reader Press,Fiction: Debut,Jewish,434185,https://www.publishersmarketplace.com/deals/ss.cgi?d=434185
2023,7-Jun-23,Fortunes of Texas series,Jennifer Wilck,Harlequin,Fiction: Romance,Jewish,426256,https://www.publishersmarketplace.com/deals/ss.cgi?d=426256
2023,15-Aug-23,GIRLS GIRLS GIRLS,Shoshana von Blanckensee,Putnam,Fiction: Debut,Jewish,434125,https://www.publishersmarketplace.com/deals/ss.cgi?d=434125
2023,2-Feb-23,GOYHOOD,Reuven Fenton,Central Avenue,Fiction: Debut,Jewish,409378,https://www.publishersmarketplace.com/deals/ss.cgi?d=409378
2023,9-Jun-23,I MADE IT OUT OF CLAY,Beth Kander,Mira,Fiction: Commercial,Jewish,426613,https://www.publishersmarketplace.com/deals/ss.cgi?d=426613
2023,4-Jan-23,IN THE SHADOW OF THE GREENBRIER,Emily Matchar,Putnam,Fiction: Debut,Jewish,405787,https://www.publishersmarketplace.com/deals/ss.cgi?d=405787
2023,5-Sep-23,LOVE YOU A LATKE,Amanda Elliot,Berkley,Fiction: Romance,Jewish,435925,https://www.publishersmarketplace.com/deals/ss.cgi?d=435925
2023,1-Jun-23,MAZELTOV,Eli Zuzovsky,Holt,Fiction: Literary,Israel,425494,https://www.publishersmarketplace.com/deals/ss.cgi?d=425494
2023,9-Nov-23,NEXT STOP,Benjamin Resnick,Avid Reader Press,Fiction: Debut,Jewish; Israel,444292,https://www.publishersmarketplace.com/deals/ss.cgi?d=444292
2023,28-Mar-23,OLIVE DAYS,Jessica Elisheva Emerson,Counterpoint,Fiction: Debut,Jewish; Jew,416977,https://www.publishersmarketplace.com/deals/ss.cgi?d=416977
2023,12-Jul-23,OUR ROTTEN HEARTS,Allison Epstein,Doubleday,Fiction: General/Other,Jewish,430567,https://www.publishersmarketplace.com/deals/ss.cgi?d=430567
2023,12-Dec-23,SISTERS OF FORTUNE,Esther Chehebar,Random House,Fiction: Debut,Jewish,448534,https://www.publishersmarketplace.com/deals/ss.cgi?d=448534
2023,8-Sep-23,THE ANATOMY OF EXILE,Zeeva Bukai,Delphinium,Fiction: Debut,Israel; Israeli,436456,https://www.publishersmarketplace.com/deals/ss.cgi?d=436456
2023,5-Jun-23,THE BOY WITH THE STAR TATTOO,Talia Carner,William Morrow,Fiction: General/Other,Jewish; Israeli,425869,https://www.publishersmarketplace.com/deals/ss.cgi?d=425869
2023,2-Mar-23,THE FAULT,Marcela Sulak,Black Lawrence Press,Fiction: Literary,Jewish,413656,https://www.publishersmarketplace.com/deals/ss.cgi?d=413656
2023,5-Sep-23,THE FRENCH WINEMAKER'S DAUGHTER,Loretta Ellsworth,Harper,Fiction: General/Other,Jewish,435757,https://www.publishersmarketplace.com/deals/ss.cgi?d=435757
2023,14-Feb-23,THE GLIMMER FACTORY,Jennifer Coburn,Sourcebooks Landmark,Fiction: General/Other,Jewish,411373,https://www.publishersmarketplace.com/deals/ss.cgi?d=411373
2023,5-Dec-23,THE MONUMENTS OF PARIS,Violaine Huisman,Penguin Press,Fiction: Literary,Jewish,447544,https://www.publishersmarketplace.com/deals/ss.cgi?d=447544
2023,9-Jun-23,THE NOTEBOOK THIEF,Gianni Solla,Harper Via,Fiction: General/Other,Jews,426457,https://www.publishersmarketplace.com/deals/ss.cgi?d=426457
2023,18-Apr-23,THE SCATTER CHORD,Stuart Nadler,Dutton,Fiction: Literary,Jewish,419950,https://www.publishersmarketplace.com/deals/ss.cgi?d=419950
2023,26-Jun-23,THE SUNFLOWER HOUSE,Adriana Allegri,St. Martin's,Fiction: Debut,Jewish,428578,https://www.publishersmarketplace.com/deals/ss.cgi?d=428578
2023,4-Dec-23,THE WOMAN WHO LOOKED LIKE SOPHIA L,Curt Leviant,Dzanc Books,Fiction: General/Other,Jewish,447520,https://www.publishersmarketplace.com/deals/ss.cgi?d=447520
2023,27-Mar-23,TRUST ME,Scott Nadelson,Forest Avenue Press,Fiction: Literary,Jewish,416692,https://www.publishersmarketplace.com/deals/ss.cgi?d=416692
2024,29-Apr-24,A MASK THE COLOR OF THE SKY,Basim Khandaqji,Europa Editions,Fiction: Literary,Israeli,466387,https://www.publishersmarketplace.com/deals/ss.cgi?d=466387
2024,31-Jan-24,BEFORE THE SUN RETURNS TO MY WINDOW and YOUR PEOPLE WILL BE MY PEOPLE,Dana Renee Green,Simon & Schuster,Fiction: Debut,Judaism,453931,https://www.publishersmarketplace.com/deals/ss.cgi?d=453931
2024,15-May-24,Fortunes of Texas series and untitled holiday romance,Jennifer Wilck,Harlequin,Fiction: Romance,Jewish,468604,https://www.publishersmarketplace.com/deals/ss.cgi?d=468604
2024,29-Jan-24,HUNTING IN AMERICA,Tehila Hakimi,Penguin,Fiction: Literary,Jewish; Israeli,453400,https://www.publishersmarketplace.com/deals/ss.cgi?d=453400
2024,18-Jan-24,IRENA'S VOW,Dan Gordon,Regalo Press,Fiction: General/Other,Jews,452083,https://www.publishersmarketplace.com/deals/ss.cgi?d=452083
2024,25-Apr-24,KAPLAN'S PLOT,Jason Diamond,Flatiron Books,Fiction: Debut,Jewish,465766,https://www.publishersmarketplace.com/deals/ss.cgi?d=465766
2024,22-Jan-24,RESCUE FROM OCCUPIED BUDAPEST,Ronald H. Balson,St. Martin's,Fiction: General/Other,Jewish,452383,https://www.publishersmarketplace.com/deals/ss.cgi?d=452383
2024,27-Jun-24,SARAH,Angela Hunt,Bethany House,Fiction: Inspirational,Israel,474505,https://www.publishersmarketplace.com/deals/ss.cgi?d=474505
2024,27-Feb-24,SEDUCE ME IN SECRET and DREAM OF ME UNTIL DAWN,Felicia Grossman,Forever,Fiction: Romance,Jewish,457567,https://www.publishersmarketplace.com/deals/ss.cgi?d=457567
2024,23-May-24,TARANTULA,Eduardo Halfon,Bellevue Literary Press,Fiction: Literary,Jewish,469924,https://www.publishersmarketplace.com/deals/ss.cgi?d=469924
2024,7-Aug-24,THE BARMAN OF THE RITZ,Philippe Collin,Marysue Rucci Books,Fiction: Debut,Jewish,479551,https://www.publishersmarketplace.com/deals/ss.cgi?d=479551
2024,4-Oct-24,THE BOOK OF LOST HOURS,Hayley Gelfuso,Atria,Fiction: Debut,Jewish,488092,https://www.publishersmarketplace.com/deals/ss.cgi?d=488092
2024,7-Mar-24,THE INTERPRETER,David K. Shipler,Green City Books,Fiction: Literary,Jew,458872,https://www.publishersmarketplace.com/deals/ss.cgi?d=458872
2024,16-Apr-24,THE MAIDEN & HER MONSTER,Maddie Martinez,Tor,Fiction: Sci-Fi/Fantasy,Jewish,464347,https://www.publishersmarketplace.com/deals/ss.cgi?d=464347
2024,25-Jan-24,THE MOVEABLES,Sarah Yahm,Dzanc Books,Fiction: Debut,Jewish,453013,https://www.publishersmarketplace.com/deals/ss.cgi?d=453013
2024,11-Oct-24,THE WOMAN WHO WROTE THE BIBLE,Moacyr Scliar,University of New Mexico Press,Fiction: Literary,Jewish,489331,https://www.publishersmarketplace.com/deals/ss.cgi?d=489331
2025,29-Jul-25,BLACK MESSIAHS,Steven A Holmes,Koehler Books,Fiction: Debut,Jewish,527299,https://www.publishersmarketplace.com/deals/ss.cgi?d=527299
2025,29-Aug-25,BOOK XI,Ronald H. Balson,St. Martin's,Fiction: General/Other,Jewish; Jews,531103,https://www.publishersmarketplace.com/deals/ss.cgi?d=531103
2025,16-Jun-25,DEAR CHARLIE,Gemma Sieff,"Farrar, Straus",Fiction: Debut,Jewish,521686,https://www.publishersmarketplace.com/deals/ss.cgi?d=521686
2025,8-Apr-25,I WANTED TO BE WONDERFUL,Lihi Lapid,Zibby Books,Fiction: Literary,Israel; Israeli,512710,https://www.publishersmarketplace.com/deals/ss.cgi?d=512710
2025,13-Jun-25,ODESSA,Gabrielle Sher,Mulholland Books,Fiction: Debut,Jewish,521659,https://www.publishersmarketplace.com/deals/ss.cgi?d=521659
2025,19-Mar-25,OROPPA,Safae el Khannoussi,Pantheon,Fiction: General/Other,Jewish,509704,https://www.publishersmarketplace.com/deals/ss.cgi?d=509704
2025,18-Jul-25,OUR CUT OF SALT,Deena Helm,Nightfire,Fiction: Debut,Israeli,527221,https://www.publishersmarketplace.com/deals/ss.cgi?d=527221
2025,9-May-25,SOON BY YOU,Dahlia Adler,Griffin,Fiction: Romance,Jewish,516850,https://www.publishersmarketplace.com/deals/ss.cgi?d=516850
2025,30-Jul-25,SPIRAL JETTY,Chaim ben Avram,7.13 Books,Fiction: Debut,Jewish,527467,https://www.publishersmarketplace.com/deals/ss.cgi?d=527467
2025,1-Apr-25,SUGAR TRUCK,Maia Ipp,Random House,Fiction: Debut,Jewish,511651,https://www.publishersmarketplace.com/deals/ss.cgi?d=511651
2025,29-Apr-25,THE GRIEF JET,Alec Niedenthal,Ecco,Fiction: Debut,Jewish,515161,https://www.publishersmarketplace.com/deals/ss.cgi?d=515161
2025,14-Aug-25,THE JEWISH HOSPITAL,Jonathan Hammel,Skyhorse,Fiction: Literary,Jewish,529465,https://www.publishersmarketplace.com/deals/ss.cgi?d=529465
2025,18-Sep-25,THE LAST DEKREPITZER,Howard Langer,Toby Press,Fiction: Literary,Jewish,533872,https://www.publishersmarketplace.com/deals/ss.cgi?d=533872
2025,1-Apr-25,THE LAST WOMAN OF WARSAW,Judy Batalion,Dutton,Fiction: Debut,Jewish,511669,https://www.publishersmarketplace.com/deals/ss.cgi?d=511669
2025,7-Apr-25,THE LOST GIRL OF CRAVEN COUNTY,Emily Matchar,Putnam,Fiction: Mystery/Crime,Jewish,512371,https://www.publishersmarketplace.com/deals/ss.cgi?d=512371
2025,7-Oct-25,THE LOST RECIPES OF STELLA FORTUNA,Leah Eskin,Levine Querido,Fiction: General/Other,Jewish,536815,https://www.publishersmarketplace.com/deals/ss.cgi?d=536815
2025,9-Dec-25,THE MASQUERADERS,Betty Shamieh,Avid Reader Press,Fiction: General/Other,Israeli,545164,https://www.publishersmarketplace.com/deals/ss.cgi?d=545164
2025,30-May-25,THE PERFUMER'S SECRET,Fiona Schneider,Harper Perennial,Fiction: General/Other,Jewish,519529,https://www.publishersmarketplace.com/deals/ss.cgi?d=519529
2025,1-Apr-25,THE WORLD BETWEEN,Zeeva Bukai,Delphinium,Fiction: Literary,Israel,511657,https://www.publishersmarketplace.com/deals/ss.cgi?d=511657
2025,22-Aug-25,untitled,Rebecca Crowley,Harlequin,Fiction: Romance,Jewish,530305,https://www.publishersmarketplace.com/deals/ss.cgi?d=530305
2025,17-Sep-25,"VENUS, VANISHING",Rebecca Birrell,Holt,Fiction: Debut,Jewish,533716,https://www.publishersmarketplace.com/deals/ss.cgi?d=533716
2026,28-May-26,HUMAN MATERIAL,Rapha Linden,Holt,Fiction: Debut,Jewish,565990,https://www.publishersmarketplace.com/deals/ss.cgi?d=565990
2026,11-Jun-26,THE CITY OF ECHOES,Joseph O'Connor,Europa Editions,Fiction: General/Other,Jewish,567835,https://www.publishersmarketplace.com/deals/ss.cgi?d=567835
2026,23-Apr-26,THE FIRST WHITE HAIR,Yasmin Zaher,Riverhead,Fiction: Literary,Israeli,561562,https://www.publishersmarketplace.com/deals/ss.cgi?d=561562
2026,9-Apr-26,THE LAST ACTRESS,Tamara Tenenbaum,Restless Books,Fiction: Literary,Jewish,559732,https://www.publishersmarketplace.com/deals/ss.cgi?d=559732
2026,1-May-26,THE LONG BRIGHT THREAD,Bess Winter Kosinec,Union Square & Co,Fiction: Debut,Jewish,562600,https://www.publishersmarketplace.com/deals/ss.cgi?d=562600
2026,13-Mar-26,THE NIGHT WITCHES,Emily Matchar,Putnam,Fiction: General/Other,Jewish,556378,https://www.publishersmarketplace.com/deals/ss.cgi?d=556378
2026,4-May-26,THE PIANO TEACHER OF MONTPARNASSE,Heather Morris,Blackstone Publishing,Fiction: Commercial,Jewish,562759,https://www.publishersmarketplace.com/deals/ss.cgi?d=562759
2026,21-Jul-26,UNDER THE PERSIMMON TREE,Aylin Sedighi Gabbaizadeh,Union Square & Co,Fiction: Debut,Jewish,572707,https://www.publishersmarketplace.com/deals/ss.cgi?d=572707
